title,date,Fear,Optimism,Anger,Joy,Trust,Despair,Economic Security,Uncertainty,Fear for the future
"US, UK and European sanctions target Russian economy and oligarchs – as it happened",2022-02-23T04:59:23Z,1,0,1,0,0,0,0,1,1
UK economy rebounced by 7.5% in 2021; US consumer sentiment hit by inflation surge – as it happened,2022-02-11T17:03:23Z,1,1,0,0,0,0,0,1,1
Boris Johnson promises massive sanctions to ‘hobble’ Russian economy,2022-02-24T12:13:38Z,1,0,1,0,0,0,0,1,1
The Guardian view on Britain’s green economy: seriously underpowered | Editorial,2022-02-20T18:30:10Z,0,0,1,0,0,1,0,1,1
The Guardian view on unaffordable homes: building injustice into the economy | Editorial,2022-02-21T19:05:44Z,0,0,1,0,0,1,0,1,1
The Guardian’s Politics Weekly podcast relaunches with dedicated UK & US editions,2022-02-24T23:13:10Z,0,1,0,0,0,0,0,1,0
"‘Putin chose this war,’ Biden says as he announces new sanctions – US politics as it happened",2022-02-24T23:50:54Z,1,0,1,0,0,1,0,1,1
Vlad sheds light on politics and policing | Brief letters,2022-02-15T17:33:38Z,0,0,1,0,0,0,0,1,0
"At last, theatre that takes on today’s politics | Letter",2022-02-23T17:14:23Z,0,1,1,0,0,1,0,0,0
"Without state funding, Britain’s politics will always stink | Polly Toynbee",2022-02-15T06:00:04Z,0,0,1,0,0,1,0,1,1
Poll: US majority believes no Russian invasion with Trump as president,2022-02-26T17:30:40Z,1,0,1,0,0,0,0,1,0
Ex-president arrested in Honduras as US requests extradition on drugs charges ,2022-02-15T21:07:43Z,1,0,1,0,0,1,0,1,1
Biden’s Russia warnings come to pass – what does the US president do now?,2022-02-24T22:42:56Z,1,0,1,0,0,1,0,1,1
Biden his time: how the US president is failing on the climate crisis,2022-02-16T17:21:09Z,0,1,1,0,0,1,0,1,1
‘Tremendous coldness’: IOC president condemns Kamila Valieva’s entourage,2022-02-18T07:34:51Z,0,0,1,0,0,0,0,1,1
Labor finalises candidates in crucial seats ahead of election,2022-03-28T09:25:16Z,0,0,1,0,0,0,0,1,0
Conservative candidate squeaks to victory in South Korean election,2022-03-09T19:56:51Z,0,1,1,1,0,1,1,1,1
Olaf Scholz’s SPD secures major win in Saarland state election,2022-03-28T11:39:45Z,0,1,0,1,0,1,0,1,0
Macron kickstarts re-election campaign as Le Pen gains ground,2022-03-29T18:53:25Z,0,0,1,0,0,0,1,1,1
MPs take Russian election interference case to human rights court,2022-03-29T07:41:30Z,1,0,1,0,0,0,0,1,1
French urged to vote in presidential election as outcome ‘not guaranteed’,2022-03-27T05:45:17Z,1,0,0,0,0,0,0,1,1
France may offer Corsica ‘autonomy’ as it struggles to quell protests,2022-03-16T16:31:54Z,1,0,1,0,0,0,0,1,1
Far-right French presidential candidate criticised over ‘Killer Macron’ chant at rally,2022-03-28T13:11:14Z,0,0,1,0,0,0,0,1,1
Conservative candidate squeaks to victory in South Korean election,2022-03-09T19:56:51Z,0,1,1,1,0,1,1,1,1
Labor finalises candidates in crucial seats ahead of election,2022-03-28T09:25:16Z,0,0,1,0,0,0,0,1,0
Ginni Thomas urged Trump’s chief of staff to overturn election results,2022-03-25T01:44:08Z,1,0,1,0,0,0,0,1,1
How to complain effectively – and get results,2022-03-21T07:00:20Z,0,1,1,0,0,0,0,1,0
Country diary: A nervous wait for tuberculosis results,2022-03-30T04:30:05Z,1,0,0,0,0,0,0,1,1
"Museum visits do not improve GCSE results, study reveals",2022-03-12T16:00:04Z,0,0,0,0,0,0,0,1,0
Evergrande delays publishing annual results over ‘drastic change’ in prospects,2022-03-23T06:33:10Z,1,0,0,0,0,1,0,1,1
Birmingham Erdington: low turnout has Labour anxious as polls close,2022-03-03T22:01:19Z,1,0,0,0,0,0,0,1,0
French elections 2022: what could happen when country heads to polls?,2022-03-28T10:47:13Z,1,0,0,0,0,0,0,1,1
"South Korea election contenders neck and neck, according to exit polls ",2022-03-09T13:31:45Z,1,1,1,0,0,0,0,1,1
France to lift most Covid controls as Macron rides high in polls,2022-03-13T16:03:50Z,1,1,0,0,1,0,0,1,1
French rightwing candidate focuses on immigration as she slips to fifth in polls,2022-03-24T17:00:26Z,1,0,0,0,0,1,0,1,1
Campervan conflict? Not in Tiree,2022-03-15T07:00:45Z,0,1,1,0,0,0,0,1,1
Cardiff Philharmonic removes Tchaikovsky performance over Ukraine conflict,2022-03-09T18:39:02Z,0,0,1,0,0,1,0,1,0
The conflict between a just war and peace  | Letters,2022-03-06T16:45:34Z,1,0,1,0,0,0,0,1,1
"Children, teachers: civilian casualties of the Ukraine conflict",2022-03-02T06:00:32Z,1,0,1,0,0,1,0,1,1
The Tinderbox review – scrupulous excavation of Middle East conflict,2022-03-27T11:00:23Z,0,0,0,0,0,1,0,1,1
Argentinian bishop sentenced to prison for sexual abuse despite pope’s defense,2022-03-04T18:24:10Z,0,0,1,0,0,0,0,1,0
Treasurer delivers budget speech – as it happened,2022-03-29T10:28:20Z,0,1,1,0,0,1,1,1,1
Redspice: budget ushers in Australia’s ‘biggest ever’ cybersecurity spend,2022-03-29T08:54:28Z,1,0,0,0,0,0,0,1,1
The complete 2022 Australian budget: choose what matters to you,2022-03-29T08:52:40Z,0,0,0,0,0,0,0,0,0
Schools suffering budget-driven cuts in staffing and curriculum ,2022-03-04T06:00:30Z,1,0,1,0,0,1,0,1,1
Canada and US announce Arctic military exercises amid Russia tensions,2022-03-16T09:00:26Z,1,0,1,0,0,0,0,1,1
US veteran ships Hollywood military gear for real-life use in Ukraine,2022-03-13T10:00:26Z,1,0,0,0,0,0,0,1,1
Zelenskiy voices doubt on Russian military withdrawals | First Thing,2022-03-30T10:29:09Z,1,1,1,0,1,0,0,1,0
Russian talkshows dismiss ‘fake’ reports of military losses ,2022-03-01T19:36:28Z,1,0,1,0,0,0,0,1,1
Is an outright Russian military victory in Ukraine possible?,2022-03-17T18:28:44Z,1,0,0,0,0,1,0,1,1
‘The threat of nuclear annihilation hasn’t gone away’ – the timely return of The Ipcress File,2022-03-04T13:00:02Z,1,0,0,0,0,0,0,1,1
We need to revive the UK’s nuclear industry | Letter,2022-03-31T16:40:33Z,0,1,1,0,0,0,0,1,1
Pollutionwatch: the unknown threat from ultrafine particles,2022-03-25T06:00:20Z,1,0,0,0,0,0,0,1,1
How Ukraine has become the crucible of the new world order,2022-03-12T16:11:28Z,1,0,1,0,0,1,0,1,1
Nuclear energy push is not powered by sense | Letters,2022-03-23T17:50:02Z,1,0,1,0,0,0,0,1,1
Mandatory Covid jabs for healthcare workers in England to be scrapped,2022-03-01T18:49:09Z,0,0,1,0,0,1,0,1,0
Not Going Quietly review – healthcare activist Ady Barkan takes ALS to congress,2022-03-20T11:17:41Z,1,1,0,1,0,1,0,0,1
Since I was diagnosed with motor neurone disease I have been fighting for healthcare for all. I hope you will join me | Ady Barkan,2022-03-03T11:44:06Z,1,0,1,0,0,1,0,1,1
Private healthcare boom adds to fears of two-tier system in UK,2022-03-02T00:01:24Z,1,0,1,0,0,0,0,1,1
"Terror suspect posed as Christian before killing MP David Amess, court told",2022-03-22T15:28:14Z,1,0,1,0,0,1,0,1,1
Barack Obama announces positive test for Covid-19,2022-03-13T20:24:12Z,1,1,0,0,0,0,0,1,0
The future of work: development tooling and Covid-19,2022-03-02T12:49:58Z,0,1,0,0,1,0,0,1,0
I did not ‘mock’ those who were worried about Covid-19 | Letter,2022-03-30T11:00:05Z,1,0,1,0,0,0,0,1,0
"Having Covid-19 linked to risk of economic hardship, study suggests",2022-03-09T09:34:31Z,1,0,1,0,0,1,0,1,1
Biden names Ashish Jha as new White House Covid-19 response coordinator,2022-03-17T19:53:52Z,0,1,0,0,1,0,0,0,0
How the pandemic created a new generation of stoners,2022-03-30T09:00:03Z,0,1,0,0,0,1,0,1,0
Outdoor UK attractions bouncing back best after pandemic restrictions,2022-03-18T06:20:12Z,0,1,0,0,0,0,0,1,1
How should the world respond to the next pandemic?,2022-03-18T12:22:05Z,0,0,1,0,0,0,0,1,1
Pandemic spurred record numbers of ‘ultra wealthy’ in 2021,2022-03-01T00:01:04Z,0,0,0,0,0,0,1,1,0
Germany hits record Covid infection rate since start of pandemic,2022-03-16T12:24:43Z,1,0,0,0,0,0,0,1,1
Florida vaccine plan for children denounced as ‘irresponsible and reckless’,2022-03-08T21:05:40Z,1,0,1,0,0,0,0,1,1
New York City’s restaurant industry grapples with easing vaccine rules,2022-03-06T10:00:49Z,1,1,1,0,0,0,0,1,1
Global powers inch closer to agreement to waive Covid vaccine patents,2022-03-16T07:49:13Z,0,1,1,0,0,1,0,1,1
‘A new beginning’: New Zealand to drop Covid vaccine passes and mandates ,2022-03-23T01:05:50Z,0,1,0,0,0,0,0,1,1
Australian online anti-vaccine groups switch to Putin praise and Ukraine conspiracies,2022-03-01T16:30:17Z,1,0,1,0,0,0,0,1,1
Teachers ‘buckling under strain’ of pupils’ mental health crisis,2022-03-11T06:00:24Z,1,0,1,0,0,1,0,1,1
‘Nobody listened’: bereaved sister’s evidence to Essex mental health inquiry,2022-03-27T23:01:38Z,1,0,1,0,0,1,0,1,1
"Inquiry investigates deaths of 1,500 NHS mental health patients in Essex",2022-03-27T23:01:38Z,0,0,1,0,0,1,0,1,1
"Prioritise mental health support for Ukrainians arriving in UK, experts say",2022-03-20T13:00:00Z,1,0,0,0,0,0,0,1,1
"Mental health issues more common among young Australians, national survey suggests",2022-03-21T06:57:00Z,1,0,0,0,0,1,0,1,1
Cost of living crisis hitting economic outlook as firms hike prices – as it happened,2022-03-24T18:20:49Z,1,0,1,0,0,1,0,1,1
"Milk sachets, chicken, fuel: basics slip out of reach for Sri Lankans as economic crisis bites ",2022-03-02T06:00:32Z,1,0,1,0,0,1,0,1,1
After partygate: Tory government goes from crisis to crisis,2022-03-27T08:00:20Z,1,0,1,0,0,1,0,1,1
Josh Frydenberg announces ‘targeted’ cost of living measures ahead of federal budget,2022-03-17T11:30:27Z,0,1,0,0,0,0,1,1,1
Rishi Sunak: crisis after crisis has been ‘not great’ for Boris Johnson,2022-03-18T13:02:28Z,0,0,0,0,0,0,1,1,1
Russia’s stock market rallies in first day of trading since Ukraine war,2022-03-24T14:03:21Z,0,0,1,0,0,0,0,1,1
Inflation pressures hit consumer confidence; Moscow stock market falls back – as it happened,2022-03-25T19:27:48Z,1,0,0,0,0,1,0,1,1
Ukraine war a ‘catastrophe’ for global economy as stock markets plunge,2022-03-04T20:01:19Z,1,0,0,0,0,1,0,1,1
"Stock markets rally on Russia-Ukraine talks, oil prices dip – as it happened",2022-03-29T14:10:21Z,1,1,1,0,0,0,0,1,1
London Stock Exchange suspends trading in more Russian firms,2022-03-04T09:40:07Z,1,0,0,0,0,1,0,1,1
Rishi Sunak ‘protecting Treasury from inflation at families’ expense’ ,2022-03-27T07:45:19Z,1,0,1,0,0,0,0,1,1
How to find inflation-busting wine that’s worth drinking | Fiona Beckett on drinks,2022-03-18T14:00:01Z,0,1,0,0,0,0,1,1,0
"UK facing double-digit inflation, John Lewis head predicts",2022-03-17T11:11:15Z,1,0,0,0,0,0,0,1,1
What’s my personal inflation rate? We ask an expert,2022-03-11T15:00:34Z,1,0,0,0,0,0,0,1,1
"UK inflation hits 6.2%, the highest level in three decades",2022-03-23T07:08:07Z,1,0,1,0,0,0,0,1,1
This is Rishi Sunak’s chance to stop a recession; any delay and it will be too late | Larry Elliott,2022-03-20T12:48:20Z,1,0,1,0,0,1,0,1,1
Recessions tend to follow oil price surges – will this time be different?,2022-03-02T18:11:15Z,1,0,0,0,0,0,0,1,1
UK to phase out Russian oil imports by 2023 and explore ending gas imports,2022-03-08T22:37:45Z,1,0,1,0,0,0,1,1,1
Bank of England set for tough call on interest rates after US rise,2022-03-16T19:20:25Z,1,0,0,0,0,0,0,1,1
How has the UK economy fared in the two tumultuous years since Covid?,2022-03-23T07:15:23Z,1,0,0,0,0,0,0,1,1
Ofsted downgrades American School in London over focus on social justice,2022-03-07T21:14:34Z,0,0,1,0,0,0,0,1,1
‘A story of social justice’: a history of racial segregation and swimming,2022-03-23T05:28:20Z,1,1,1,1,0,1,0,0,0
US supreme court justice Clarence Thomas in hospital with infection,2022-03-21T12:21:16Z,1,1,0,0,0,0,0,1,0
Stephen Collins on social media ‘experts’ – cartoon,2022-03-12T06:00:05Z,0,0,0,0,0,0,0,0,0
Bolivian victims of dictatorships still waiting for justice: ‘We are forgotten’,2022-03-30T09:00:02Z,0,0,1,0,0,1,0,1,1
The Guardian view on police reform: a national imperative | Editorial,2022-03-13T18:03:08Z,1,0,1,0,0,1,0,1,1
"UK police must do more on misogyny and racism, says head of Scottish force",2022-03-21T06:00:17Z,1,0,1,0,0,0,0,1,0
Scotland’s gender recognition reform bill to be published amid growing tensions,2022-03-02T16:02:40Z,1,0,1,0,0,0,0,1,1
Policing in Scotland has been radically reformed – all UK forces can learn from us | Iain Livingstone,2022-03-21T06:00:19Z,0,1,0,0,1,0,0,1,1
‘We will not be silent’: prominent women press Morrison government for violence and harassment reform,2022-03-06T06:00:45Z,1,1,1,0,0,0,0,1,1
"Climate change fundamentally affecting European birds, study shows ",2022-03-10T10:22:43Z,1,0,0,0,0,0,0,1,1
Climate change spat splits Lismore council in flood aftermath,2022-03-23T04:20:25Z,0,0,1,0,0,0,0,1,1
Chile’s archaeologists fight to save the world’s oldest mummies from climate change,2022-03-26T10:00:53Z,1,1,1,0,0,1,0,1,1
Climate groups say a change in coding can reduce bitcoin energy consumption by 99%,2022-03-29T04:01:12Z,1,0,1,0,0,0,0,1,1
Josh Frydenberg open to intervening in insurance market as climate change pushes up premiums,2022-03-18T19:00:11Z,1,0,0,0,0,0,1,1,1
Six promises you can make to help reduce carbon emissions,2022-03-07T07:00:38Z,1,1,0,0,0,0,0,0,1
How wild animals can help control the climate crisis,2022-03-19T06:00:19Z,0,1,0,0,0,0,0,0,1
"Six key lifestyle changes can help avert the climate crisis, study finds",2022-03-07T07:00:37Z,1,1,0,1,0,1,0,1,1
Is Australia really beating other countries at cutting emissions? | Graham Readfearn,2022-03-16T23:30:12Z,0,0,1,0,0,0,0,1,1
US watchdog plans to make companies reveal greenhouse-gas emissions,2022-03-21T18:14:51Z,0,0,1,0,0,0,1,1,1
Redspice: budget ushers in Australia’s ‘biggest ever’ cybersecurity spend,2022-03-29T08:54:28Z,1,0,0,0,0,0,0,1,1
UK data watchdog urges vigilance amid heightened cyber threat,2022-03-04T00:01:22Z,1,0,0,0,0,0,0,1,1
Small businesses offered bonus tax deductions on technology and training in federal budget,2022-03-29T08:56:02Z,0,1,0,0,1,0,1,0,0
How the tech community has rallied to Ukraine’s cyber-defence | Joyce Hakmeh and Esther Naylor,2022-03-07T13:52:52Z,1,1,1,0,1,0,0,1,1
"‘Catastrophic’ cyberwar between Ukraine and Russia hasn’t happened (yet), experts say",2022-03-09T16:17:12Z,1,0,0,0,0,0,0,1,1
UK economy grows faster than expected; prices drop as US mulls big oil reserve release – as it happened,2022-03-31T14:29:15Z,1,0,0,0,0,0,0,1,1
What happens when a major economy can’t pay its debts in dollars? Russia is about to show us | Adam Tooze,2022-03-17T15:30:31Z,1,0,1,0,0,0,0,1,1
Post-lockdown spending spree helps Australia’s economy rebound,2022-03-02T01:40:55Z,0,1,0,0,0,0,1,1,0
Russia’s central bank head ‘is mourning for her economy’,2022-03-05T16:00:28Z,1,0,0,0,0,1,0,1,1
Handmade tale: the booming revolution reaping rewards for Australia’s regional economy,2022-03-18T19:00:10Z,0,1,0,1,1,0,1,0,0
Biden in Poland for meetings on Ukraine refugee crisis – US politics as it happened,2022-03-25T21:18:25Z,1,0,1,0,0,0,0,1,1
 ‘I’m not walking anything back’: Biden defends comment that Putin can’t stay in power – US politics as it happened,2022-03-28T21:08:14Z,1,0,1,0,0,0,0,1,1
"The Fiver | Manchester United and some top, top politics",2022-03-15T15:56:06Z,0,1,1,0,0,0,0,1,0
"Afghanistan needs compassion from world leaders, not politics | Letter",2022-03-29T16:38:22Z,0,0,1,0,0,1,0,1,1
Clarence Thomas: supreme court could be ‘compromised’ by politics,2022-03-12T17:21:01Z,1,0,1,0,0,0,0,1,1
Barr: Trump should not be president but ‘lesser of two evils’ compared to US left,2022-03-13T18:10:27Z,1,0,0,0,0,0,0,1,1
Ukraine president decries Mariupol hospital bombing ‘genocide’ as US $13bn aid bill passes first hurdle,2022-03-10T13:17:43Z,1,0,1,0,0,1,0,1,1
Ukraine president’s plea to EU: prove that you are with us,2022-03-01T14:09:19Z,1,1,1,0,0,1,0,1,1
Peruvian court approves prison release of ex-president Alberto Fujimori,2022-03-17T20:44:38Z,0,0,1,0,0,0,0,1,1
South Korea’s poisonous gender politics a test for next president,2022-03-07T02:58:47Z,0,0,1,0,0,1,0,1,1
Let us know about the local issues that will decide your vote in the 2022 federal election,2022-04-21T17:30:01Z,0,0,0,0,0,0,0,1,0
‘It will be tough for us’: Lib Dems fight for ‘footholds’ in local elections,2022-04-18T09:11:59Z,0,1,1,0,0,0,0,1,1
Macron dodges tomatoes in post-election walkabout,2022-04-27T16:04:32Z,0,1,1,0,0,0,0,1,1
French election 2022: full second round results,2022-04-24T23:55:34Z,0,0,0,0,0,0,0,1,1
French election 2022: full first-round results,2022-04-10T21:05:36Z,0,0,0,0,0,0,0,1,0
The Observer view on the French presidential election | Observer editorial,2022-04-17T05:30:20Z,1,0,0,0,0,0,0,1,1
What the presidential election really revealed about fractured France | Jérôme Fourquet,2022-04-28T13:00:06Z,1,0,1,0,0,0,0,1,1
"French presidential election could see historically low turnout, pollsters say",2022-04-09T07:00:07Z,0,0,1,0,0,1,0,1,1
France presidential election 2022: Macron to face Le Pen in second round – as it happened,2022-04-10T20:35:39Z,1,1,1,0,0,0,0,1,1
"Jean-Marie Le Pen shocks France by coming second in the 2002 presidential elections – archive, 2002",2022-04-20T12:57:12Z,1,0,1,0,0,1,0,1,1
French election 2022: full second round results,2022-04-24T23:55:34Z,0,0,0,0,0,0,0,1,1
French election 2022: full first-round results,2022-04-10T21:05:36Z,0,0,0,0,0,0,0,1,0
France election: polls open as Macron and Le Pen battle for presidency ,2022-04-24T11:59:07Z,0,0,0,0,0,0,0,1,1
Macron dodges tomatoes in post-election walkabout,2022-04-27T16:04:32Z,0,1,1,0,0,0,0,1,1
France faces bruising runoff after Macron and Le Pen top first-round vote,2022-04-10T21:47:03Z,1,0,1,0,0,0,0,1,1
France election: polls open as Macron and Le Pen battle for presidency ,2022-04-24T11:59:07Z,0,0,0,0,0,0,0,1,1
‘We shouldn’t get involved’: Ukraine a key issue as Hungary heads to polls,2022-04-01T12:28:08Z,0,0,1,0,0,1,0,1,1
Scottish Labour sees chance of revival as polls show voters turn from Tories,2022-04-09T14:00:04Z,0,1,1,0,0,0,0,1,0
Macron urges voters to turn out for election first round as polls tighten,2022-04-04T13:04:58Z,1,0,0,0,0,0,0,1,1
French election polls: who is leading the race to be the next president of France?,2022-04-14T08:53:51Z,0,0,0,0,0,0,0,1,1
Russia’s latest military failures polarise society even more,2022-04-20T04:15:19Z,0,0,1,0,0,1,0,1,1
Nuclear powers are on a deadly path to more conflict | Letter,2022-04-07T17:15:06Z,1,0,1,0,0,1,0,0,1
Further arming Ukraine will only destroy it. The west must act to end this war now | Angus Roxburgh,2022-04-27T14:00:32Z,1,0,0,0,0,1,0,1,1
Germany announces military aid for Ukraine – as it happened,2022-04-16T05:30:30Z,1,1,1,0,0,1,0,1,1
UK to announce fresh military aid package for Ukraine,2022-04-07T18:33:18Z,0,1,0,0,0,0,0,1,1
Biden’s record defense budget draws progressive ire over spending priorities,2022-04-03T09:00:16Z,0,0,1,0,0,0,0,1,1
Seed banks: the last line of defense against a threatening global food crisis ,2022-04-15T10:00:29Z,1,1,0,0,0,0,0,1,1
"Malcolm Nance, TV pundit turned fighter in Ukraine: ‘I believe in the defense of democracy’",2022-04-29T10:00:38Z,1,0,1,0,0,0,0,1,1
Republicans in Congress give McCarthy standing ovation for defense of leaked audio – as it happened,2022-04-27T20:11:21Z,1,0,1,1,0,0,0,1,1
Georgina Hayden’s healthy budget dishes for kids – recipes,2022-04-30T10:00:52Z,0,1,0,1,0,0,0,0,0
UK military vaults upgraded to store new US nuclear weapons,2022-04-12T19:25:16Z,1,0,0,0,0,1,0,1,1
"US disrupts global ‘botnet’ controlled by Russian military intelligence, DoJ says",2022-04-06T16:55:14Z,1,1,1,0,1,0,0,0,1
US warns Solomon Islands against China military base as Australian MPs trade blame,2022-04-23T04:51:51Z,1,0,1,0,0,0,0,1,1
US military leader warns Chinese security deal with Solomon Islands sounds ‘too good to be true’,2022-04-13T09:30:34Z,1,0,0,0,0,0,0,1,1
The first shipments of a new US military aid package arrive at Ukraine’s borders – as it happened,2022-04-19T04:17:41Z,1,0,1,0,0,1,0,1,1
The Guardian view on Putin’s nuclear threats: Russia is losing in Ukraine | Editorial,2022-04-29T17:29:45Z,1,0,1,0,0,0,0,1,1
UK energy strategy’s nuclear dangers and glaring omissions | Letters,2022-04-10T17:24:15Z,1,0,1,0,0,0,0,1,1
"Time running out to reach Iran nuclear deal, warn experts ",2022-04-26T15:53:35Z,1,0,0,0,0,1,0,1,1
Manchester United’s Harry Maguire receives bomb threat to his home,2022-04-21T15:20:40Z,1,0,1,0,0,0,0,1,0
Johnson to ‘bet big’ on nuclear energy despite Sunak’s reservations,2022-04-02T06:00:43Z,0,0,0,0,0,0,1,1,1
Healthcare workers in the UK: what is the situation like where you are?,2022-04-25T11:57:02Z,1,0,0,0,0,0,0,1,1
Inquest into Aboriginal woman’s death in custody to examine healthcare in Victoria’s prisons,2022-04-25T17:30:44Z,0,0,1,0,0,1,0,1,1
Vulnerable Australians missing out on healthcare as insufficient Medicare rebate drives GP shortage,2022-04-30T20:00:06Z,0,0,1,0,0,1,0,1,1
"Ruston will ‘take the universal out of universal healthcare’, Labor says – as it happened",2022-04-17T06:54:24Z,1,0,1,0,0,0,0,1,1
 This healthcare practice robs many seniors of vitality and life in their twilight years | Ranjana Srivastava,2022-04-05T17:30:04Z,1,1,1,1,0,1,0,1,1
Nancy Pelosi tests positive for Covid-19,2022-04-07T17:54:15Z,1,0,0,0,0,0,0,1,0
External blood oxygenation saved hundreds of Covid-19 sufferers – study,2022-04-29T06:00:32Z,0,1,0,0,1,0,0,1,0
"Psaki, Garland, Pelosi: Covid-19 spreads among leading Democrats and Biden officials",2022-04-08T16:12:57Z,1,0,0,0,0,0,0,1,1
Covid-19: India accused of trying to delay WHO revision of death toll,2022-04-18T17:14:18Z,1,0,1,0,0,0,0,1,1
AstraZeneca boss calls for UK to provide new Covid-19 medicine to the vulnerable,2022-04-29T14:27:24Z,0,0,1,0,0,1,0,1,0
The new rules for post-pandemic restaurants,2022-04-24T14:00:24Z,1,1,1,1,0,0,0,1,1
Pandemic disrupted routine vaccinations of US kindergarteners,2022-04-21T19:53:01Z,1,0,0,0,0,0,0,1,1
"British camping holidays boom in pandemic, figures show",2022-04-14T23:01:15Z,0,0,0,0,0,0,1,1,0
Australian Grand Prix allows Melbourne to set aside pandemic | Kieran Pender,2022-04-10T14:49:22Z,0,1,1,1,0,0,0,1,1
"Dr Ashley Bloomfield, who led New Zealand’s pandemic response, resigns",2022-04-06T02:10:31Z,0,1,0,0,1,0,0,1,0
German government drops plan for Covid vaccine mandate,2022-04-08T15:45:09Z,1,0,1,0,0,1,0,1,1
Valneva approved to be UK’s sixth Covid vaccine,2022-04-14T13:33:41Z,0,1,0,0,0,0,0,1,0
Victoria stands down 420 public school teachers over vaccine mandates,2022-04-27T17:30:37Z,0,0,0,0,0,0,1,1,1
Revealed: autism charity chief has links to anti-vaccine movement,2022-04-09T12:00:11Z,1,0,1,0,0,0,0,1,1
Covid vaccine inequity due to ‘racism rooted in slavery and colonialism’,2022-04-30T07:00:49Z,0,0,1,0,0,1,0,1,1
The Guardian view on mental health privatisation: unsafe spaces | Editorial,2022-04-25T18:25:40Z,1,0,1,0,0,1,0,1,1
Private mental health hospitals repeatedly criticised for unsafe care,2022-04-25T17:59:48Z,1,0,1,0,0,1,0,1,1
‘Woeful scarcity’: NHS psychiatrist decries lack of mental health beds,2022-04-24T14:45:46Z,1,0,1,0,0,1,0,1,1
Fatal gaps in NHS mental health services and cancer care | Letters,2022-04-06T17:20:16Z,1,0,1,0,0,1,0,1,1
Patients pay a price for shortage of NHS mental health beds  | Letters,2022-04-25T16:59:09Z,1,0,1,0,0,1,0,1,1
Sri Lanka faces medical emergency as economic crisis hits drug supplies,2022-04-05T14:58:03Z,1,0,1,0,0,1,0,1,1
Sri Lanka: 50 injured as protesters try to storm president’s house amid economic crisis,2022-04-01T05:27:39Z,0,0,1,0,0,1,0,1,1
Sri Lanka: One dead and several wounded as police shoot protesters,2022-04-19T16:02:40Z,1,0,1,0,0,1,0,1,1
"Sri Lanka facing imminent threat of starvation, senior politician warns",2022-04-06T14:24:22Z,1,0,1,0,0,1,0,1,1
Closer inspection of UK jobs market reveals economic scars of Covid | Larry Elliott,2022-04-12T14:56:16Z,1,0,1,0,0,1,0,1,1
Can I make an ethical killing on the stock market? We ask an expert,2022-04-22T14:00:26Z,0,0,1,0,0,1,0,1,1
Closer inspection of UK jobs market reveals economic scars of Covid | Larry Elliott,2022-04-12T14:56:16Z,1,0,1,0,0,1,0,1,1
Electric car cost advantage over petrol grows amid energy market turmoil,2022-04-24T10:27:13Z,0,1,0,0,0,0,1,1,0
UK firms report fastest growth in labour market since pre-pandemic,2022-04-10T21:00:30Z,0,1,0,0,0,0,0,1,1
American dream: when Australian sport tries to crack the US market,2022-04-19T17:30:07Z,0,1,0,0,0,0,0,1,0
New Zealand shoppers order groceries from Australia as inflation soars,2022-04-21T03:57:26Z,1,0,1,0,0,0,0,1,1
Inflation bites hardest in developing world as Ukraine war raises prices,2022-04-29T05:00:31Z,1,0,1,0,0,1,0,1,1
Shopping around grocery inflation: the best-value buys for autumn,2022-04-10T17:30:27Z,1,1,0,0,0,0,0,1,1
Barclays warns inflation and cost of living crisis is hurting customers,2022-04-28T09:30:53Z,1,0,0,0,0,0,0,1,1
"Unprecedented inflation ahead as Ukraine war adds to costs, says Unilever",2022-04-28T08:59:15Z,1,0,0,0,0,0,0,1,1
"Britain could fall into recession this summer, say experts",2022-04-18T11:09:12Z,1,0,0,0,0,0,0,1,1
"Ban on Russian gas would plunge Germany into recession, warns Bundesbank",2022-04-22T15:45:49Z,1,0,0,0,0,0,0,1,1
"Russia heading for worst recession since end of cold war, says UK",2022-04-08T15:50:26Z,1,0,0,0,0,1,0,1,1
Eurozone faces stagflation as prices surge; Russia cuts interest rates as recession looms – as it happened,2022-04-29T17:24:18Z,1,0,0,0,0,0,0,1,1
"Russia heading for deepest recession since Soviet collapse, UK warns, as inflation jumps – as it happened",2022-04-08T16:20:29Z,1,0,1,0,0,1,0,1,1
Jimmy Kimmel on Trump’s Truth Social: ‘The social media equivalent of a RadioShack’,2022-04-27T15:35:36Z,0,0,1,0,0,0,0,1,1
US justice department challenges Alabama trans children law,2022-04-30T17:20:04Z,1,0,1,0,0,0,0,1,1
Justice minister resigns over No 10 Partygate revelations,2022-04-13T17:52:05Z,0,0,1,0,0,0,0,1,1
"Jimmy Savile escaped justice because of libel laws, claims reporter ",2022-04-28T15:30:15Z,1,0,1,0,0,1,0,1,0
US justice department appeals mask mandate ruling after CDC request,2022-04-21T01:47:10Z,0,0,1,0,0,0,0,1,0
Overcoming Trumpery review: recipes for reform Republicans will never allow ,2022-04-24T05:00:14Z,0,0,1,0,0,1,0,1,1
Queensland police update manual after signalling reforms to how officers accused of domestic violence are handled,2022-04-25T17:30:45Z,1,0,1,0,1,0,0,1,0
MPs urged on disaster anniversary to support ‘Hillsborough law’ reform,2022-04-14T07:00:08Z,0,0,1,0,0,1,0,1,0
"Public ‘out of patience’ with football’s failure to reform, says sports minister",2022-04-25T16:53:59Z,0,1,1,0,0,0,0,1,0
